# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	U_converged   	p_solver      	p_initial     	p_final       	p_iters       	p_converged   
152           	smoothSolver	2.815650e-03	2.292940e-04	6	3.118590e-01	2.677540e-02	3	false	GAMG	2.295310e-01	1.236230e-03	5	true
153           	smoothSolver	2.810100e-03	2.285660e-04	6	3.433600e-01	3.212910e-02	3	false	GAMG	2.397900e-01	1.487260e-03	5	true
154           	smoothSolver	2.798090e-03	2.276520e-04	6	3.445560e-01	3.048070e-02	3	false	GAMG	2.209650e-01	1.395860e-03	5	true
155           	smoothSolver	2.791560e-03	2.269380e-04	6	3.475070e-01	2.685880e-02	3	false	GAMG	2.245060e-01	2.041030e-03	4	true
156           	smoothSolver	2.784310e-03	2.261480e-04	6	3.827310e-01	3.042700e-02	3	false	GAMG	2.480050e-01	2.157370e-03	4	true
157           	smoothSolver	2.777030e-03	2.254130e-04	6	3.759990e-01	2.791720e-02	3	false	GAMG	2.382750e-01	2.285240e-03	4	true
158           	smoothSolver	2.769510e-03	2.246760e-04	6	3.833520e-01	2.748870e-02	3	false	GAMG	2.341380e-01	1.157520e-03	5	true
159           	smoothSolver	2.760660e-03	2.239440e-04	6	3.640990e-01	3.028830e-02	3	false	GAMG	1.979180e-01	1.111960e-03	5	true
160           	smoothSolver	2.755570e-03	2.231240e-04	6	3.899510e-01	3.021920e-02	3	false	GAMG	2.250040e-01	1.301890e-03	5	true
161           	smoothSolver	2.747880e-03	2.222860e-04	6	3.949110e-01	2.621700e-02	3	false	GAMG	2.299500e-01	1.403770e-03	5	true
162           	smoothSolver	2.740430e-03	2.215890e-04	6	4.357480e-01	3.470310e-02	3	false	GAMG	2.227770e-01	1.615230e-03	5	true
163           	smoothSolver	2.733880e-03	2.208490e-04	6	3.875010e-01	2.420150e-02	3	false	GAMG	2.042310e-01	1.474730e-03	5	true
164           	smoothSolver	2.726190e-03	2.201490e-04	6	4.247260e-01	2.895600e-02	3	false	GAMG	2.147530e-01	1.995350e-03	4	true
165           	smoothSolver	2.716030e-03	2.192050e-04	6	4.450820e-01	2.729030e-02	3	false	GAMG	2.428920e-01	1.727060e-03	4	true
166           	smoothSolver	2.706850e-03	2.182890e-04	6	4.329940e-01	3.136640e-02	3	false	GAMG	2.394620e-01	2.182700e-03	4	true
167           	smoothSolver	2.700070e-03	2.175460e-04	6	3.918710e-01	2.770020e-02	3	false	GAMG	2.278810e-01	1.563260e-03	5	true
168           	smoothSolver	2.692140e-03	2.167460e-04	6	3.885800e-01	3.042090e-02	3	false	GAMG	2.319100e-01	2.100420e-03	4	true
169           	smoothSolver	2.683900e-03	2.159510e-04	6	3.959940e-01	2.822370e-02	3	false	GAMG	2.180250e-01	1.292240e-03	5	true
170           	smoothSolver	2.672970e-03	2.149900e-04	6	3.929070e-01	2.934310e-02	3	false	GAMG	2.531570e-01	2.259530e-03	4	true
171           	smoothSolver	2.667700e-03	2.142790e-04	6	4.085280e-01	3.105480e-02	3	false	GAMG	2.466520e-01	1.414230e-03	5	true
172           	smoothSolver	2.661330e-03	2.135820e-04	6	4.153920e-01	3.243970e-02	3	false	GAMG	2.485020e-01	2.260970e-03	5	true
